type;marque;modele;;;;identifiant;;;;;;;;
Voiture;SKODA;AUTRE;;;;86;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 86);";;;;;;;
Voiture;SMART;CITY;COUPE;;;87;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CITY COUPE ', 87);";;;;;;;
Voiture;SMART;FORFOUR;;;;87;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('FORFOUR  ', 87);";;;;;;;
Voiture;SMART;FORTWO;;;;87;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('FORTWO  ', 87);";;;;;;;
Voiture;SMART;FORTWO;CABRIO;;;87;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('FORTWO CABRIO ', 87);";;;;;;;
Voiture;SMART;FORTWO;COUPE;;;87;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('FORTWO COUPE ', 87);";;;;;;;
Voiture;SMART;ROADSTER;;;;87;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ROADSTER  ', 87);";;;;;;;
Voiture;SMART;ROADSTER;COUPE;;;87;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ROADSTER COUPE ', 87);";;;;;;;
Voiture;SMART;SMART;;;;87;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SMART  ', 87);";;;;;;;
Voiture;SMART;SMART;BUSINESS;;;87;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SMART BUSINESS ', 87);";;;;;;;
Voiture;SMART;AUTRE;;;;87;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 87);";;;;;;;
Voiture;SSANGYONG;ACTYON;;;;88;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ACTYON  ', 88);";;;;;;;
Voiture;SSANGYONG;ACTYON;SPORTS;;;88;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ACTYON SPORTS ', 88);";;;;;;;
Voiture;SSANGYONG;FAMILY;;;;88;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('FAMILY  ', 88);";;;;;;;
Voiture;SSANGYONG;KORANDO;;;;88;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('KORANDO  ', 88);";;;;;;;
Voiture;SSANGYONG;KYRON;;;;88;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('KYRON  ', 88);";;;;;;;
Voiture;SSANGYONG;MUSSO;;;;88;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MUSSO  ', 88);";;;;;;;
Voiture;SSANGYONG;REXTON;;;;88;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('REXTON  ', 88);";;;;;;;
Voiture;SSANGYONG;RODIUS;;;;88;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RODIUS  ', 88);";;;;;;;
Voiture;SSANGYONG;TIVOLI;;;;88;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TIVOLI  ', 88);";;;;;;;
Voiture;SSANGYONG;AUTRE;;;;88;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 88);";;;;;;;
Voiture;SUBARU;B9;TRIBECA;;;89;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('B9 TRIBECA ', 89);";;;;;;;
Voiture;SUBARU;BRZ;;;;89;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('BRZ  ', 89);";;;;;;;
Voiture;SUBARU;E12;;;;89;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('E12  ', 89);";;;;;;;
Voiture;SUBARU;FORESTER;;;;89;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('FORESTER  ', 89);";;;;;;;
Voiture;SUBARU;IMPREZA;;;;89;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('IMPREZA  ', 89);";;;;;;;
Voiture;SUBARU;JUSTY;;;;89;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('JUSTY  ', 89);";;;;;;;
Voiture;SUBARU;JUSTY;G3X;;;89;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('JUSTY G3X ', 89);";;;;;;;
Voiture;SUBARU;LEGACY;;;;89;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LEGACY  ', 89);";;;;;;;
Voiture;SUBARU;OUTBACK;;;;89;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('OUTBACK  ', 89);";;;;;;;
Voiture;SUBARU;SVX;;;;89;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SVX  ', 89);";;;;;;;
Voiture;SUBARU;TREZIA;;;;89;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TREZIA  ', 89);";;;;;;;
Voiture;SUBARU;VANILLE;;;;89;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('VANILLE  ', 89);";;;;;;;
Voiture;SUBARU;VIVIO;;;;89;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('VIVIO  ', 89);";;;;;;;
Voiture;SUBARU;XV;;;;89;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('XV  ', 89);";;;;;;;
Voiture;SUBARU;AUTRE;;;;89;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 89);";;;;;;;
Voiture;SUZUKI;ALTO;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ALTO  ', 90);";;;;;;;
Voiture;SUZUKI;BALENO;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('BALENO  ', 90);";;;;;;;
Voiture;SUZUKI;CARRY;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CARRY  ', 90);";;;;;;;
Voiture;SUZUKI;CELERIO;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CELERIO  ', 90);";;;;;;;
Voiture;SUZUKI;GRAND;VITARA;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GRAND VITARA ', 90);";;;;;;;
Voiture;SUZUKI;IGNIS;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('IGNIS  ', 90);";;;;;;;
Voiture;SUZUKI;JIMNY;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('JIMNY  ', 90);";;;;;;;
Voiture;SUZUKI;KIZASHI;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('KIZASHI  ', 90);";;;;;;;
Voiture;SUZUKI;LIANA;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LIANA  ', 90);";;;;;;;
Voiture;SUZUKI;MARUTI;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MARUTI  ', 90);";;;;;;;
Voiture;SUZUKI;SAMURAI;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SAMURAI  ', 90);";;;;;;;
Voiture;SUZUKI;S-CROSS;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('S-CROSS  ', 90);";;;;;;;
Voiture;SUZUKI;SJ;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SJ  ', 90);";;;;;;;
Voiture;SUZUKI;SPLASH;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SPLASH  ', 90);";;;;;;;
Voiture;SUZUKI;SUPERCARRY;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SUPERCARRY  ', 90);";;;;;;;
Voiture;SUZUKI;SWIFT;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SWIFT  ', 90);";;;;;;;
Voiture;SUZUKI;SX4;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SX4  ', 90);";;;;;;;
Voiture;SUZUKI;VITARA;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('VITARA  ', 90);";;;;;;;
Voiture;SUZUKI;WAGON;R;PLUS;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('WAGON R PLUS', 90);";;;;;;;
Voiture;SUZUKI;X90;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('X90  ', 90);";;;;;;;
Voiture;SUZUKI;AUTRE;;;;90;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 90);";;;;;;;
Voiture;TALBOT;1510;;;;91;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('1510  ', 91);";;;;;;;
Voiture;TALBOT;HORIZON;;;;91;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('HORIZON  ', 91);";;;;;;;
Voiture;TALBOT;MATRA;MURENA;;;91;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MATRA MURENA ', 91);";;;;;;;
Voiture;TALBOT;RANCHO;;;;91;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RANCHO  ', 91);";;;;;;;
Voiture;TALBOT;SAMBA;;;;91;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SAMBA  ', 91);";;;;;;;
Voiture;TALBOT;SOLARA;;;;91;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SOLARA  ', 91);";;;;;;;
Voiture;TALBOT;TAGORA;;;;91;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TAGORA  ', 91);";;;;;;;
Voiture;TALBOT;AUTRE;;;;91;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 91);";;;;;;;
Voiture;TATA;TELCOLINE;;;;92;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TELCOLINE  ', 92);";;;;;;;
Voiture;TATA;TELCOSPORT;;;;92;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TELCOSPORT  ', 92);";;;;;;;
Voiture;TATA;AUTRE;;;;92;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 92);";;;;;;;
Voiture;TAVRIA;1100;;;;93;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('1100  ', 93);";;;;;;;
Voiture;TAVRIA;AUTRE;;;;93;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 93);";;;;;;;
Voiture;TEILHOL;RODEO;;;;94;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RODEO  ', 94);";;;;;;;
Voiture;TEILHOL;TANGARA;;;;94;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TANGARA  ', 94);";;;;;;;
Voiture;TEILHOL;AUTRE;;;;94;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 94);";;;;;;;
Voiture;THINK;CITY;;;;95;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CITY  ', 95);";;;;;;;
Voiture;THINK;AUTRE;;;;95;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 95);";;;;;;;
Voiture;TOYOTA;AURIS;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AURIS  ', 96);";;;;;;;
Voiture;TOYOTA;AVENSIS;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AVENSIS  ', 96);";;;;;;;
Voiture;TOYOTA;AVENSIS;VERSO;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AVENSIS VERSO ', 96);";;;;;;;
Voiture;TOYOTA;AYGO;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AYGO  ', 96);";;;;;;;
Voiture;TOYOTA;CAMRY;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CAMRY  ', 96);";;;;;;;
Voiture;TOYOTA;CARINA;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CARINA  ', 96);";;;;;;;
Voiture;TOYOTA;CARINA;E;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CARINA E ', 96);";;;;;;;
Voiture;TOYOTA;CARINA;II;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CARINA II ', 96);";;;;;;;
Voiture;TOYOTA;CELICA;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CELICA  ', 96);";;;;;;;
Voiture;TOYOTA;COROLLA;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('COROLLA  ', 96);";;;;;;;
Voiture;TOYOTA;COROLLA;VERSO;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('COROLLA VERSO ', 96);";;;;;;;
Voiture;TOYOTA;CRESSIDA;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CRESSIDA  ', 96);";;;;;;;
Voiture;TOYOTA;CROWN;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CROWN  ', 96);";;;;;;;
Voiture;TOYOTA;DYNA;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('DYNA  ', 96);";;;;;;;
Voiture;TOYOTA;FUN;CRUISER;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('FUN CRUISER ', 96);";;;;;;;
Voiture;TOYOTA;GT86;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GT86  ', 96);";;;;;;;
Voiture;TOYOTA;HI;ACE;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('HI ACE ', 96);";;;;;;;
Voiture;TOYOTA;HI;LUX;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('HI LUX ', 96);";;;;;;;
Voiture;TOYOTA;HI-LUX;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('HI-LUX  ', 96);";;;;;;;
Voiture;TOYOTA;IQ;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('IQ  ', 96);";;;;;;;
Voiture;TOYOTA;LAND;CRUISER;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LAND CRUISER ', 96);";;;;;;;
Voiture;TOYOTA;LANDCRUISER;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LANDCRUISER  ', 96);";;;;;;;
Voiture;TOYOTA;LEXUS;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LEXUS  ', 96);";;;;;;;
Voiture;TOYOTA;LITE;ACE;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LITE ACE ', 96);";;;;;;;
Voiture;TOYOTA;MODEL;F;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MODEL F ', 96);";;;;;;;
Voiture;TOYOTA;MR;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MR  ', 96);";;;;;;;
Voiture;TOYOTA;PASEO;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PASEO  ', 96);";;;;;;;
Voiture;TOYOTA;PICNIC;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PICNIC  ', 96);";;;;;;;
Voiture;TOYOTA;PREVIA;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PREVIA  ', 96);";;;;;;;
Voiture;TOYOTA;PRIUS;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PRIUS  ', 96);";;;;;;;
Voiture;TOYOTA;PROACE;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PROACE  ', 96);";;;;;;;
Voiture;TOYOTA;RAV4;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RAV4  ', 96);";;;;;;;
Voiture;TOYOTA;RAV4;III;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RAV4 III ', 96);";;;;;;;
Voiture;TOYOTA;RAV4;IV;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RAV4 IV ', 96);";;;;;;;
Voiture;TOYOTA;RUNNER;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('RUNNER  ', 96);";;;;;;;
Voiture;TOYOTA;STARLET;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('STARLET  ', 96);";;;;;;;
Voiture;TOYOTA;SUPRA;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SUPRA  ', 96);";;;;;;;
Voiture;TOYOTA;TERCEL;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TERCEL  ', 96);";;;;;;;
Voiture;TOYOTA;URBAN;CRUISER;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('URBAN CRUISER ', 96);";;;;;;;
Voiture;TOYOTA;VERSO;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('VERSO  ', 96);";;;;;;;
Voiture;TOYOTA;VERSO-S;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('VERSO-S  ', 96);";;;;;;;
Voiture;TOYOTA;YARIS;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('YARIS  ', 96);";;;;;;;
Voiture;TOYOTA;YARIS;III;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('YARIS III ', 96);";;;;;;;
Voiture;TOYOTA;YARIS;VERSO;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('YARIS VERSO ', 96);";;;;;;;
Voiture;TOYOTA;AUTRE;;;;96;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 96);";;;;;;;
Voiture;TRIUMPH;ACCLAIM;;;;97;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ACCLAIM  ', 97);";;;;;;;
Voiture;TRIUMPH;HERALD;;;;97;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('HERALD  ', 97);";;;;;;;
Voiture;TRIUMPH;SPITFIRE;;;;97;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SPITFIRE  ', 97);";;;;;;;
Voiture;TRIUMPH;STAG;;;;97;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('STAG  ', 97);";;;;;;;
Voiture;TRIUMPH;TR3;;;;97;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TR3  ', 97);";;;;;;;
Voiture;TRIUMPH;TR4;;;;97;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TR4  ', 97);";;;;;;;
Voiture;TRIUMPH;TR6;;;;97;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TR6  ', 97);";;;;;;;
Voiture;TRIUMPH;TR7;;;;97;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TR7  ', 97);";;;;;;;
Voiture;TRIUMPH;AUTRE;;;;97;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 97);";;;;;;;
Voiture;UMM;ALTER;HARDTOP;;;98;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('ALTER HARDTOP ', 98);";;;;;;;
Voiture;UMM;AUTRE;;;;98;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 98);";;;;;;;
Voiture;VOLKSWAGEN;181;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('181  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;183;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('183  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;AMAROK;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AMAROK  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;BORA;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('BORA  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;CADDY;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CADDY  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;CARAVELLE;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CARAVELLE  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;COCCINELLE;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('COCCINELLE  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;COMBI;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('COMBI  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;CORRADO;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CORRADO  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;CRAFTER;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CRAFTER  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;CRAFTER;COMBI;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('CRAFTER COMBI ', 99);";;;;;;;
Voiture;VOLKSWAGEN;EOS;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('EOS  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;FOX;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('FOX  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;GOLF;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GOLF  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;GOLF;PLUS;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GOLF PLUS ', 99);";;;;;;;
Voiture;VOLKSWAGEN;GOLF;SPORTSVAN;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GOLF SPORTSVAN ', 99);";;;;;;;
Voiture;VOLKSWAGEN;GOLF;VI;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GOLF VI ', 99);";;;;;;;
Voiture;VOLKSWAGEN;GOLF;VII;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('GOLF VII ', 99);";;;;;;;
Voiture;VOLKSWAGEN;JETTA;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('JETTA  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;JETTA;III;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('JETTA III ', 99);";;;;;;;
Voiture;VOLKSWAGEN;LT28;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LT28  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;LT31;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LT31  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;LT32;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LT32  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;LT35;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LT35  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;LT40;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LT40  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;LT40A;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LT40A  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;LT45;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LT45  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;LT50;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LT50  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;LUPO;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('LUPO  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;MULTIVAN;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('MULTIVAN  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;NEW;BEETLE;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('NEW BEETLE ', 99);";;;;;;;
Voiture;VOLKSWAGEN;NEW;BEETLE;CABRIOLET;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('NEW BEETLE CABRIOLET', 99);";;;;;;;
Voiture;VOLKSWAGEN;PASSAT;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PASSAT  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;PASSAT;CC;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PASSAT CC ', 99);";;;;;;;
Voiture;VOLKSWAGEN;PASSAT;SW;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PASSAT SW ', 99);";;;;;;;
Voiture;VOLKSWAGEN;PHAETON;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('PHAETON  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;POLO;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('POLO  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;POLO;V;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('POLO V ', 99);";;;;;;;
Voiture;VOLKSWAGEN;SANTANA;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SANTANA  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;SCIROCCO;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SCIROCCO  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;SHARAN;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('SHARAN  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;TARO;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TARO  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;TIGUAN;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TIGUAN  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;TOUAREG;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TOUAREG  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;TOURAN;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TOURAN  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;TRANSPORTER;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TRANSPORTER  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;TRANSPORTER;SHUTTLE;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('TRANSPORTER SHUTTLE ', 99);";;;;;;;
Voiture;VOLKSWAGEN;UP;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('UP  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;VENTO;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('VENTO  ', 99);";;;;;;;
Voiture;VOLKSWAGEN;AUTRE;;;;99;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('AUTRE  ', 99);";;;;;;;
Voiture;VOLVO;240;;;;100;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('240  ', 100);";;;;;;;
Voiture;VOLVO;340;;;;100;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('340  ', 100);";;;;;;;
Voiture;VOLVO;360;;;;100;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('360  ', 100);";;;;;;;
Voiture;VOLVO;440;;;;100;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('440  ', 100);";;;;;;;
Voiture;VOLVO;440;SOCIETE;;;100;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('440 SOCIETE ', 100);";;;;;;;
Voiture;VOLVO;460;;;;100;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('460  ', 100);";;;;;;;
Voiture;VOLVO;480;;;;100;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('480  ', 100);";;;;;;;
Voiture;VOLVO;740;;;;100;"INSERT INTO modele (lib_modele, id_marque_modele) VALUES ('740  ', 100);";;;;;;;
